"SDate","STime","SDateTime","Station","GROW_AREA","OpenClosed","WDIR","Tide","Class","CATEGORY","Temp","FLOOD","Sal","ColiScore","RawColi","DELIVERY_TEMP_C","YEAR","LCFlag","RCFlag","ColiVal"
2015-05-26,17:47:00,2015-05-26 17:47:00,"WJ065.00","WJ","C","SW","HF","CA","A",20,,32,1.9,"<2",5,2015,TRUE,FALSE,2
2015-04-28,08:47:00,2015-04-28 08:47:00,"WJ065.00","WJ","O","N","HE","CA","A",9,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-04-06,14:46:00,2015-04-06 14:46:00,"WJ065.00","WJ","O","CL","HE","CA","A",4,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-03-10,15:13:00,2015-03-10 15:13:00,"WJ065.00","WJ","O",,"H","CA","A",,,,,,,2015,,,
2015-02-18,12:10:00,2015-02-18 12:10:00,"WJ065.00","WJ","O",,"E","CA","A",,,,,,,2015,,,
2015-01-07,10:39:00,2015-01-07 10:39:00,"WJ065.00","WJ","O","W","F","CA","A",1,,32,1.9,"<2",2,2015,TRUE,FALSE,2
2019-10-15,12:08:00,2019-10-15 12:08:00,"WJ064.00","WJ","C",,"HF","CA","A",10,,31,2,"2",3,2019,FALSE,FALSE,2
2019-09-30,12:02:00,2019-09-30 12:02:00,"WJ064.00","WJ","C",,"HF","CA","A",12,,31,1.9,"<2",3,2019,TRUE,FALSE,2
2019-08-26,08:51:00,2019-08-26 08:51:00,"WJ064.00","WJ","C",,"HE","CA","A",15,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-07-01,10:19:00,2019-07-01 10:19:00,"WJ064.00","WJ","C",,"H","CA","A",17,,,,,,2019,,,
2019-07-01,10:19:00,2019-07-01 10:19:00,"WJ064.00","WJ","C",,"H","CA","A",17,,,1.9,"<2",4,2019,TRUE,FALSE,2
2019-06-12,07:13:00,2019-06-12 07:13:00,"WJ064.00","WJ","C",,"H","CA","A",12,,30,4,"4",5,2019,FALSE,FALSE,4
2019-04-09,14:11:00,2019-04-09 14:11:00,"WJ064.00","WJ","O",,"HF","CA","A",3,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-03-18,10:10:00,2019-03-18 10:10:00,"WJ064.00","WJ","O",,"HE","CA","A",2,,34,1.9,"<2",4,2019,TRUE,FALSE,2
2019-02-26,19:35:00,2019-02-26 19:35:00,"WJ064.00","WJ","O",,"E","CA","A",1,,32,1.9,"<2",1,2019,TRUE,FALSE,2
2019-02-11,14:25:00,2019-02-11 14:25:00,"WJ064.00","WJ","O",,"HF","CA","A",2,,31,1.9,"<2",2,2019,TRUE,FALSE,2
2019-01-14,14:04:00,2019-01-14 14:04:00,"WJ064.00","WJ","O",,"F","CA","A",2,,31,1.9,"<2",2,2019,TRUE,FALSE,2
2018-11-06,07:47:00,2018-11-06 07:47:00,"WJ064.00","WJ","O",,"F","CA","A",6,,31,2,"2",3,2018,FALSE,FALSE,2
2018-09-19,09:00:00,2018-09-19 09:00:00,"WJ064.00","WJ","C","N","HE","CA","A",15,,34,2,"2",5,2018,FALSE,FALSE,2
2018-08-22,08:33:00,2018-08-22 08:33:00,"WJ064.00","WJ","C","E","HF","CA","A",18,,29,2,"2",6,2018,FALSE,FALSE,2
2018-06-18,15:08:00,2018-06-18 15:08:00,"WJ064.00","WJ","C","S","HF","CA","A",13,,34,1.9,"<2",7,2018,TRUE,FALSE,2
2018-05-22,16:55:00,2018-05-22 16:55:00,"WJ064.00","WJ","C","S","HF","CA","A",10,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-04-09,08:30:00,2018-04-09 08:30:00,"WJ064.00","WJ","O","W","E","CA","A",5,,33,1.9,"<2",2,2018,TRUE,FALSE,2
2018-03-20,14:34:00,2018-03-20 14:34:00,"WJ064.00","WJ","O","CL","HE","CA","A",4,,34,1.9,"<2",3,2018,TRUE,FALSE,2
2018-02-21,13:50:00,2018-02-21 13:50:00,"WJ064.00","WJ","O","CL","HF","CA","A",5,,32,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-06,14:20:00,2018-02-06 14:20:00,"WJ064.00","WJ","O","CL","HF","CA","A",-1,,34,1.9,"<2",3,2018,TRUE,FALSE,2
2018-01-22,14:14:00,2018-01-22 14:14:00,"WJ064.00","WJ","O","NE","H","CA","A",-1,,30,4,"4",4,2018,FALSE,FALSE,4
2018-01-09,14:39:00,2018-01-09 14:39:00,"WJ064.00","WJ",,,"F","CA","A",,,,,,,2018,,,
2017-09-27,17:02:00,2017-09-27 17:02:00,"WJ064.00","WJ","C","SE","H","CA","A",19,,32,1.9,"<2",7,2017,TRUE,FALSE,2
2017-08-16,,2017-08-16 00:00:00,"WJ064.00","WJ","C","CL","F","CA","A",17,,31,28,"28",6,2017,FALSE,FALSE,28
2017-07-26,13:51:00,2017-07-26 13:51:00,"WJ064.00","WJ","C","S","H","CA","A",18,,32,1.9,"<2",6,2017,TRUE,FALSE,2
2017-06-13,13:49:00,2017-06-13 13:49:00,"WJ064.00","WJ","C","SW","HF","CA","A",15,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-02,17:04:00,2017-05-02 17:04:00,"WJ064.00","WJ","C","E","H","CA","A",6,,28,1.9,"<2",4,2017,TRUE,FALSE,2
2017-04-03,16:55:00,2017-04-03 16:55:00,"WJ064.00","WJ","O","NW","HF","CA","A",4,,32,1.9,"<2",3,2017,TRUE,FALSE,2
2017-03-27,14:03:00,2017-03-27 14:03:00,"WJ064.00","WJ","O",,"E","CA","A",,,30,2,"2",7,2017,FALSE,FALSE,2
2017-03-13,10:44:00,2017-03-13 10:44:00,"WJ064.00","WJ","O","CL","F","CA","A",2,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2017-02-27,13:34:00,2017-02-27 13:34:00,"WJ064.00","WJ","O",,"LE","CA","A",4,,30,1.9,"<2",7,2017,TRUE,FALSE,2
2017-02-06,10:06:00,2017-02-06 10:06:00,"WJ064.00","WJ","O","W","E","CA","A",1,,32,30,"30",3,2017,FALSE,FALSE,30
2017-01-04,12:03:00,2017-01-04 12:03:00,"WJ064.00","WJ","O","CL","F","CA","A",6,,30,4,"4",4,2017,FALSE,FALSE,4
2016-12-13,09:54:00,2016-12-13 09:54:00,"WJ064.00","WJ","O","CL","H","CA","A",6,,32,1.9,"<2",4,2016,TRUE,FALSE,2
2016-11-29,09:36:00,2016-11-29 09:36:00,"WJ064.00","WJ","C","NE","HF","CA","A",5,,32,1.9,"<2",8,2016,TRUE,FALSE,2
2016-11-14,10:30:00,2016-11-14 10:30:00,"WJ064.00","WJ","C","SW","H","CA","A",7,,32,1.9,"<2",3,2016,TRUE,FALSE,2
2016-08-01,10:57:00,2016-08-01 10:57:00,"WJ064.00","WJ","C","CL","H","CA","A",20,,30,1.9,"<2",2,2016,TRUE,FALSE,2
2016-06-20,09:23:00,2016-06-20 09:23:00,"WJ064.00","WJ","C","E","F","CA","A",17,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-04,09:15:00,2016-05-04 09:15:00,"WJ064.00","WJ","C","E","H","CA","A",6,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-04-05,09:45:00,2016-04-05 09:45:00,"WJ064.00","WJ","O","W","H","CA","A",2,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-28,14:31:00,2016-03-28 14:31:00,"WJ064.00","WJ","O","CL","HF","CA","A",8,,30,1.9,"<2",4,2016,TRUE,FALSE,2
2016-03-21,12:39:00,2016-03-21 12:39:00,"WJ064.00","WJ",,,"E","CA","A",,,,,,,2016,,,
2016-03-09,14:21:00,2016-03-09 14:21:00,"WJ064.00","WJ","O","NW","E","CA","A",7,,30,2,"2",3,2016,FALSE,FALSE,2
2016-02-08,11:25:00,2016-02-08 11:25:00,"WJ064.00","WJ","O","NE","HE","CA","A",1,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-01-25,11:32:00,2016-01-25 11:32:00,"WJ064.00","WJ","O","CL","H","CA","A",-1,,30,4,"4",6,2016,FALSE,FALSE,4
2016-01-19,09:26:00,2016-01-19 09:26:00,"WJ064.00","WJ",,,"E","CA","A",,,,,,,2016,,,
2015-12-15,11:55:00,2015-12-15 11:55:00,"WJ064.00","WJ","O","CL","HF","CA","A",7,,30,320,"320",4,2015,FALSE,FALSE,320
2015-12-01,12:37:00,2015-12-01 12:37:00,"WJ064.00","WJ","O","CL","F","CA","A",5,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-11-03,14:30:00,2015-11-03 14:30:00,"WJ064.00","WJ","C","SW","F","CA","A",11,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-10-20,15:30:00,2015-10-20 15:30:00,"WJ064.00","WJ","C","SW","HF","CA","A",10,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-08-31,11:29:00,2015-08-31 11:29:00,"WJ064.00","WJ","C","SW","HF","CA","A",18,,30,10,"10",4,2015,FALSE,FALSE,10
2015-07-20,13:52:00,2015-07-20 13:52:00,"WJ064.00","WJ","C","CL","HF","CA","A",17,,30,4,"4",9,2015,FALSE,FALSE,4
2015-05-26,17:41:00,2015-05-26 17:41:00,"WJ064.00","WJ","C","SW","HF","CA","A",13,,31,1.9,"<2",5,2015,TRUE,FALSE,2
2015-04-28,08:55:00,2015-04-28 08:55:00,"WJ064.00","WJ","O","N","HE","CA","A",7,,30,2,"2",4,2015,FALSE,FALSE,2
2015-04-06,14:34:00,2015-04-06 14:34:00,"WJ064.00","WJ","O","NE","HE","CA","A",4,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-03-10,15:08:00,2015-03-10 15:08:00,"WJ064.00","WJ","O","CL","H","CA","A",3,,30,1.9,"<2",2,2015,TRUE,FALSE,2
2015-02-18,12:13:00,2015-02-18 12:13:00,"WJ064.00","WJ","O",,"E","CA","A",,,,,,,2015,,,
2015-01-21,13:00:00,2015-01-21 13:00:00,"WJ064.00","WJ","O","CL","E","CA","A",-2,,32,1.9,"<2",4,2015,TRUE,FALSE,2
2015-01-07,10:30:00,2015-01-07 10:30:00,"WJ064.00","WJ","O",,"F","CA","A",,,,,,,2015,,,
2019-10-15,11:54:00,2019-10-15 11:54:00,"WJ063.00","WJ","C",,"HF","CA","A",10,,32,1.9,"<2",3,2019,TRUE,FALSE,2
2019-09-30,11:57:00,2019-09-30 11:57:00,"WJ063.00","WJ","C",,"HF","CA","A",13,,31,2,"2",3,2019,FALSE,FALSE,2
2019-08-26,08:47:00,2019-08-26 08:47:00,"WJ063.00","WJ","C",,"HE","CA","A",15,,30,4,"4",5,2019,FALSE,FALSE,4
2019-07-01,10:13:00,2019-07-01 10:13:00,"WJ063.00","WJ","C",,"H","CA","A",15,,,,,,2019,,,
2019-07-01,10:13:00,2019-07-01 10:13:00,"WJ063.00","WJ","C",,"H","CA","A",15,,,4,"4",4,2019,FALSE,FALSE,4
2019-06-12,07:08:00,2019-06-12 07:08:00,"WJ063.00","WJ","C",,"H","CA","A",10,,28,2,"2",5,2019,FALSE,FALSE,2
2019-04-09,14:03:00,2019-04-09 14:03:00,"WJ063.00","WJ","O",,"HF","CA","A",3,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-03-18,10:05:00,2019-03-18 10:05:00,"WJ063.00","WJ","O",,"HE","CA","A",2,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-02-26,19:30:00,2019-02-26 19:30:00,"WJ063.00","WJ","O",,"E","CA","A",-1,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-02-11,14:20:00,2019-02-11 14:20:00,"WJ063.00","WJ","O",,"HF","CA","A",2,,32,1.9,"<2",2,2019,TRUE,FALSE,2
2019-01-14,13:57:00,2019-01-14 13:57:00,"WJ063.00","WJ","O",,"F","CA","A",2,,32,1.9,"<2",2,2019,TRUE,FALSE,2
2018-11-06,07:44:00,2018-11-06 07:44:00,"WJ063.00","WJ","O",,"F","CA","A",5,,31,2,"2",3,2018,FALSE,FALSE,2
2018-09-19,08:55:00,2018-09-19 08:55:00,"WJ063.00","WJ","C","N","HE","CA","A",16,,34,3.6,"3.6",5,2018,FALSE,FALSE,3.6
2018-08-22,08:28:00,2018-08-22 08:28:00,"WJ063.00","WJ","C","E","HF","CA","A",18,,29,2,"2",6,2018,FALSE,FALSE,2
2018-06-18,15:02:00,2018-06-18 15:02:00,"WJ063.00","WJ","C","S","HF","CA","A",12,,33,1.9,"<2",7,2018,TRUE,FALSE,2
2018-05-22,16:48:00,2018-05-22 16:48:00,"WJ063.00","WJ","C","S","HF","CA","A",10,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-04-09,08:23:00,2018-04-09 08:23:00,"WJ063.00","WJ","O","W","E","CA","A",5,,33,1.9,"<2",2,2018,TRUE,FALSE,2
2018-03-20,14:25:00,2018-03-20 14:25:00,"WJ063.00","WJ","O","CL","HE","CA","A",3,,34,1.9,"<2",3,2018,TRUE,FALSE,2
2018-02-21,,2018-02-21 00:00:00,"WJ063.00","WJ","O","CL","E","CA","A",4,,32,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-06,14:14:00,2018-02-06 14:14:00,"WJ063.00","WJ","O","CL","F","CA","A",2,,37,1.9,"<2",3,2018,TRUE,FALSE,2
2018-01-22,14:48:00,2018-01-22 14:48:00,"WJ063.00","WJ","O","NE","H","CA","A",0,,30,1.9,"<2",4,2018,TRUE,FALSE,2
2018-01-09,14:26:00,2018-01-09 14:26:00,"WJ063.00","WJ","O","CL","F","CA","A",1,,32,1.9,"<2",2,2018,TRUE,FALSE,2
2017-09-27,16:55:00,2017-09-27 16:55:00,"WJ063.00","WJ","C","SE","H","CA","A",18,,32,14,"14",7,2017,FALSE,FALSE,14
2017-08-16,,2017-08-16 00:00:00,"WJ063.00","WJ","C","CL","F","CA","A",15,,30,3.6,"3.6",6,2017,FALSE,FALSE,3.6
2017-07-26,13:41:00,2017-07-26 13:41:00,"WJ063.00","WJ","C","S","HF","CA","A",18,,33,1.9,"<2",6,2017,TRUE,FALSE,2
2017-06-13,13:39:00,2017-06-13 13:39:00,"WJ063.00","WJ","C","CL","HF","CA","A",15,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-02,16:56:00,2017-05-02 16:56:00,"WJ063.00","WJ","C","E","H","CA","A",5,,28,1.9,"<2",4,2017,TRUE,FALSE,2
2017-04-03,16:50:00,2017-04-03 16:50:00,"WJ063.00","WJ","O","NW","HF","CA","A",2,,32,1.9,"<2",3,2017,TRUE,FALSE,2
2017-03-27,13:53:00,2017-03-27 13:53:00,"WJ063.00","WJ","O",,"E","CA","A",,,30,1.9,"<2",7,2017,TRUE,FALSE,2
2017-03-13,10:33:00,2017-03-13 10:33:00,"WJ063.00","WJ","O","CL","F","CA","A",2,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2017-02-27,13:26:00,2017-02-27 13:26:00,"WJ063.00","WJ","O",,"LE","CA","A",5,,30,1.9,"<2",7,2017,TRUE,FALSE,2
2017-02-06,09:49:00,2017-02-06 09:49:00,"WJ063.00","WJ","O","W","E","CA","A",1,,32,1.9,"<2",3,2017,TRUE,FALSE,2
2017-01-04,11:50:00,2017-01-04 11:50:00,"WJ063.00","WJ","O","CL","F","CA","A",6,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2016-12-13,09:45:00,2016-12-13 09:45:00,"WJ063.00","WJ","O","CL","H","CA","A",5,,32,1.9,"<2",4,2016,TRUE,FALSE,2
2016-11-29,09:31:00,2016-11-29 09:31:00,"WJ063.00","WJ","O","NE","HF","CA","A",7,,32,1.9,"<2",8,2016,TRUE,FALSE,2
2016-11-14,10:23:00,2016-11-14 10:23:00,"WJ063.00","WJ","O","SW","H","CA","A",2,,32,1.9,"<2",3,2016,TRUE,FALSE,2
2016-08-01,10:52:00,2016-08-01 10:52:00,"WJ063.00","WJ","C","CL","H","CA","A",20,,30,4,"4",2,2016,FALSE,FALSE,4
2016-06-20,09:08:00,2016-06-20 09:08:00,"WJ063.00","WJ","C","CL","F","CA","A",18,,30,2,"2",6,2016,FALSE,FALSE,2
2016-05-04,09:07:00,2016-05-04 09:07:00,"WJ063.00","WJ","C","CL","H","CA","A",6,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-04-05,09:40:00,2016-04-05 09:40:00,"WJ063.00","WJ","O","W","H","CA","A",1,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-28,14:23:00,2016-03-28 14:23:00,"WJ063.00","WJ","O","CL","HF","CA","A",7,,30,1.9,"<2",4,2016,TRUE,FALSE,2
2016-03-21,12:27:00,2016-03-21 12:27:00,"WJ063.00","WJ",,,"E","CA","A",,,,,,,2016,,,
2016-03-09,14:14:00,2016-03-09 14:14:00,"WJ063.00","WJ","O","NW","E","CA","A",6,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-02-08,11:15:00,2016-02-08 11:15:00,"WJ063.00","WJ","O","N","HE","CA","A",2,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-01-19,09:20:00,2016-01-19 09:20:00,"WJ063.00","WJ","O","NW","E","CA","A",0,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2015-12-15,11:46:00,2015-12-15 11:46:00,"WJ063.00","WJ","O","CL","F","CA","A",7,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-11-03,14:24:00,2015-11-03 14:24:00,"WJ063.00","WJ","O","SW","F","CA","A",11,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-10-20,15:21:00,2015-10-20 15:21:00,"WJ063.00","WJ","C","SW","F","CA","A",10,,32,2,"2",3,2015,FALSE,FALSE,2
2015-08-31,11:24:00,2015-08-31 11:24:00,"WJ063.00","WJ","C","CL","HF","CA","A",17,,30,24,"24",4,2015,FALSE,FALSE,24
2015-07-20,13:44:00,2015-07-20 13:44:00,"WJ063.00","WJ","C","CL","HF","CA","A",16,,30,1.9,"<2",9,2015,TRUE,FALSE,2
2015-05-26,17:35:00,2015-05-26 17:35:00,"WJ063.00","WJ","C","SW","HF","CA","A",11,,31,1.9,"<2",5,2015,TRUE,FALSE,2
2015-04-06,14:16:00,2015-04-06 14:16:00,"WJ063.00","WJ","O","NE","HE","CA","A",4,,31,1.9,"<2",3,2015,TRUE,FALSE,2
2015-03-10,14:58:00,2015-03-10 14:58:00,"WJ063.00","WJ","O","CL","H","CA","A",3,,32,1.9,"<2",2,2015,TRUE,FALSE,2
2015-02-18,12:24:00,2015-02-18 12:24:00,"WJ063.00","WJ","O","CL","E","CA","A",0,,32,1.9,"<2",1,2015,TRUE,FALSE,2
2015-01-07,10:18:00,2015-01-07 10:18:00,"WJ063.00","WJ","O","CL","F","CA","A",4,,32,2,"2",2,2015,FALSE,FALSE,2
2019-10-15,11:44:00,2019-10-15 11:44:00,"WJ062.00","WJ","C",,"HF","CA","A",10,,32,1.9,"<2",3,2019,TRUE,FALSE,2
2019-09-30,11:52:00,2019-09-30 11:52:00,"WJ062.00","WJ","C",,"HF","CA","A",13,,31,1.9,"<2",3,2019,TRUE,FALSE,2
2019-08-26,08:34:00,2019-08-26 08:34:00,"WJ062.00","WJ","C",,"HE","CA","A",15,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-07-01,10:06:00,2019-07-01 10:06:00,"WJ062.00","WJ","C",,"HF","CA","A",17,,,,,,2019,,,
2019-07-01,10:06:00,2019-07-01 10:06:00,"WJ062.00","WJ","C",,"HF","CA","A",17,,,5.5,"5.5",4,2019,FALSE,FALSE,5.5
2019-06-12,07:00:00,2019-06-12 07:00:00,"WJ062.00","WJ","C",,"H","CA","A",12,,28,6,"6",5,2019,FALSE,FALSE,6
2019-04-09,13:56:00,2019-04-09 13:56:00,"WJ062.00","WJ","O",,"HF","CA","A",3,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-03-18,10:00:00,2019-03-18 10:00:00,"WJ062.00","WJ","O",,"HE","CA","A",2,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-02-26,19:25:00,2019-02-26 19:25:00,"WJ062.00","WJ","O",,"E","CA","A",2,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-02-11,14:15:00,2019-02-11 14:15:00,"WJ062.00","WJ","O",,"HF","CA","A",2,,30,1.9,"<2",2,2019,TRUE,FALSE,2
2019-01-14,13:50:00,2019-01-14 13:50:00,"WJ062.00","WJ","O",,"F","CA","A",3,,32,1.9,"<2",2,2019,TRUE,FALSE,2
2018-11-06,07:38:00,2018-11-06 07:38:00,"WJ062.00","WJ","O",,"F","CA","A",6,,31,4,"4",3,2018,FALSE,FALSE,4
2018-09-19,08:40:00,2018-09-19 08:40:00,"WJ062.00","WJ","C","N","HE","CA","A",15,,34,58,"58",5,2018,FALSE,FALSE,58
2018-08-22,08:22:00,2018-08-22 08:22:00,"WJ062.00","WJ","C","E","HF","CA","A",19,,31,2,"2",6,2018,FALSE,FALSE,2
2018-06-18,14:53:00,2018-06-18 14:53:00,"WJ062.00","WJ","C","S","HF","CA","A",13,,34,1.9,"<2",7,2018,TRUE,FALSE,2
2018-05-22,16:42:00,2018-05-22 16:42:00,"WJ062.00","WJ","C","S","F","CA","A",11,,32,1.9,"<2",2,2018,TRUE,FALSE,2
2018-04-09,08:17:00,2018-04-09 08:17:00,"WJ062.00","WJ","O","W","E","CA","A",5,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-03-20,14:15:00,2018-03-20 14:15:00,"WJ062.00","WJ","O","CL","H","CA","A",4,,34,1.9,"<2",3,2018,TRUE,FALSE,2
2018-02-21,13:40:00,2018-02-21 13:40:00,"WJ062.00","WJ","O","SW","HF","CA","A",3,,32,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-06,14:07:00,2018-02-06 14:07:00,"WJ062.00","WJ","O","SW","F","CA","A",0,,38,1.9,"<2",3,2018,TRUE,FALSE,2
2018-01-22,15:00:00,2018-01-22 15:00:00,"WJ062.00","WJ","O","NE","HE","CA","A",-1,,30,1.9,"<2",4,2018,TRUE,FALSE,2
2018-01-09,14:07:00,2018-01-09 14:07:00,"WJ062.00","WJ","O","CL","F","CA","A",1,,32,1.9,"<2",2,2018,TRUE,FALSE,2
2017-11-13,07:50:00,2017-11-13 07:50:00,"WJ062.00","WJ","O","CL","HE","CA","A",7,,30,1.9,"<2",-1,2017,TRUE,FALSE,2
2017-09-27,16:47:00,2017-09-27 16:47:00,"WJ062.00","WJ","C","SE","H","CA","A",21,,32,96,"96",7,2017,FALSE,FALSE,96
2017-08-16,,2017-08-16 00:00:00,"WJ062.00","WJ","C","CL","F","CA","A",16,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-07-26,13:32:00,2017-07-26 13:32:00,"WJ062.00","WJ","C","S","HF","CA","A",22,,31,1.9,"<2",6,2017,TRUE,FALSE,2
2017-06-13,13:26:00,2017-06-13 13:26:00,"WJ062.00","WJ","C","SE","HF","CA","A",20,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-02,16:50:00,2017-05-02 16:50:00,"WJ062.00","WJ","C","E","H","CA","A",7,,28,1.9,"<2",4,2017,TRUE,FALSE,2
2017-04-03,16:46:00,2017-04-03 16:46:00,"WJ062.00","WJ","O","NW","HF","CA","A",4,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2017-03-27,13:44:00,2017-03-27 13:44:00,"WJ062.00","WJ","O",,"E","CA","A",,,30,1.9,"<2",7,2017,TRUE,FALSE,2
2017-03-13,10:20:00,2017-03-13 10:20:00,"WJ062.00","WJ","O","CL","F","CA","A",2,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2017-02-06,09:41:00,2017-02-06 09:41:00,"WJ062.00","WJ","O","W","E","CA","A",1,,32,1.9,"<2",3,2017,TRUE,FALSE,2
2017-01-04,11:43:00,2017-01-04 11:43:00,"WJ062.00","WJ","O","CL","F","CA","A",7,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2016-12-13,09:33:00,2016-12-13 09:33:00,"WJ062.00","WJ","O","CL","H","CA","A",5,,32,2,"2",4,2016,FALSE,FALSE,2
2016-11-29,09:27:00,2016-11-29 09:27:00,"WJ062.00","WJ","O","NE","HF","CA","A",6,,32,2,"2",8,2016,FALSE,FALSE,2
2016-11-14,10:17:00,2016-11-14 10:17:00,"WJ062.00","WJ","O","SW","H","CA","A",8,,32,4,"4",3,2016,FALSE,FALSE,4
2016-08-01,10:45:00,2016-08-01 10:45:00,"WJ062.00","WJ","C","CL","H","CA","A",20,,30,1.9,"<2",2,2016,TRUE,FALSE,2
2016-06-20,08:49:00,2016-06-20 08:49:00,"WJ062.00","WJ","C","E","F","CA","A",18,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-04,09:00:00,2016-05-04 09:00:00,"WJ062.00","WJ","C","CL","H","CA","A",4,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-04-05,09:34:00,2016-04-05 09:34:00,"WJ062.00","WJ","O","W","H","CA","A",0,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-21,12:23:00,2016-03-21 12:23:00,"WJ062.00","WJ","O","CL","HE","CA","A",3,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-09,14:05:00,2016-03-09 14:05:00,"WJ062.00","WJ","O","NW","E","CA","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-02-08,11:07:00,2016-02-08 11:07:00,"WJ062.00","WJ","O","NE","HE","CA","A",1,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-01-19,09:09:00,2016-01-19 09:09:00,"WJ062.00","WJ","O","NW","E","CA","A",0,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2015-12-15,11:37:00,2015-12-15 11:37:00,"WJ062.00","WJ","O","N","F","CA","A",7,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-11-03,14:19:00,2015-11-03 14:19:00,"WJ062.00","WJ","O","SW","F","CA","A",12,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-10-20,15:15:00,2015-10-20 15:15:00,"WJ062.00","WJ","C","SW","F","CA","A",11,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-08-31,11:17:00,2015-08-31 11:17:00,"WJ062.00","WJ","C","SW","F","CA","A",18,,30,4,"4",4,2015,FALSE,FALSE,4
2015-07-20,13:35:00,2015-07-20 13:35:00,"WJ062.00","WJ","C","CL","HF","CA","A",18,,30,62,"62",9,2015,FALSE,FALSE,62
2015-05-26,17:28:00,2015-05-26 17:28:00,"WJ062.00","WJ","C","SW","HF","CA","A",12,,31,1.9,"<2",5,2015,TRUE,FALSE,2
2015-04-06,14:12:00,2015-04-06 14:12:00,"WJ062.00","WJ","O","NE","HE","CA","A",4,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-03-10,14:50:00,2015-03-10 14:50:00,"WJ062.00","WJ","O","CL","H","CA","A",2,,32,1.9,"<2",2,2015,TRUE,FALSE,2
2015-02-18,12:17:00,2015-02-18 12:17:00,"WJ062.00","WJ","O","CL","E","CA","A",0,,32,1.9,"<2",1,2015,TRUE,FALSE,2
2015-01-07,10:08:00,2015-01-07 10:08:00,"WJ062.00","WJ","O","W","F","CA","A",2,,32,2,"2",2,2015,FALSE,FALSE,2
2019-10-15,11:35:00,2019-10-15 11:35:00,"WJ060.00","WJ","O",,"HF","A","A",10,,32,1.9,"<2",3,2019,TRUE,FALSE,2
2019-09-30,11:22:00,2019-09-30 11:22:00,"WJ060.00","WJ","O",,"HF","A","A",13,,31,1.9,"<2",3,2019,TRUE,FALSE,2
2019-08-26,08:24:00,2019-08-26 08:24:00,"WJ060.00","WJ","O",,"HE","A","A",15,,30,6,"6",5,2019,FALSE,FALSE,6
2019-07-01,09:54:00,2019-07-01 09:54:00,"WJ060.00","WJ","O",,"HF","A","A",18,,,,,,2019,,,
